Domain_Code,Domain,Area_Code_M49,Area,Element_Code,Element,Item_Code_CPC,Item,Year_Code,Year,Unit,Value,Flag,Flag_Description,Note
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,2004,ha,3680.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,2004,kg/ha,41684.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,2004,t,153400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2005,ha,3620.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2005,kg/ha,42541.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2005,t,154000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,2006,ha,3540.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,2006,kg/ha,41468.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,2006,t,146800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,2007,ha,3500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,2007,kg/ha,42742.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,2007,t,149600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,2008,ha,3460.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,2008,kg/ha,43439.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,2008,t,150300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,2009,ha,3400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,2009,kg/ha,41970.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,2009,t,142700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,ha,3430.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,kg/ha,40029.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,t,137300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,2011,ha,3400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,2011,kg/ha,41705.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,2011,t,141800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,2012,ha,3420.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,2012,kg/ha,42397.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,2012,t,145000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,2013,ha,3360.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,2013,kg/ha,43244.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,2013,t,145300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,2014,ha,3320.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,2014,kg/ha,43765.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,2014,t,145300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,2015,ha,3270.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,2015,kg/ha,42935.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,2015,t,140400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,2016,ha,3270.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,2016,kg/ha,44281.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,2016,t,144800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,2017,ha,3250.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,2017,kg/ha,45230.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,2017,t,147000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,2018,ha,3220.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,2018,kg/ha,43571.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,2018,t,140300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,ha,3200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,kg/ha,45531.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,t,145700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,ha,3160.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,kg/ha,45284.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,t,143100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,ha,3190.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,kg/ha,46551.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,t,148500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2022,ha,3170.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2022,kg/ha,47318.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2022,t,150000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,3131.0,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,kg/ha,46869.6,E,Estimated value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,t,146755.31,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2000,2000,ha,15200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2000,2000,kg/ha,50427.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2000,2000,t,766500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2001,2001,ha,14800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2001,2001,kg/ha,49695.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2001,2001,t,735500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2002,2002,ha,14400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2002,2002,kg/ha,50638.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2002,2002,t,729200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2003,2003,ha,14100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2003,2003,kg/ha,48517.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2003,2003,t,684100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2004,2004,ha,13700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2004,2004,kg/ha,49116.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2004,2004,t,672900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2005,2005,ha,13400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2005,2005,kg/ha,50350.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2005,2005,t,674700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2006,2006,ha,13100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2006,2006,kg/ha,47977.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2006,2006,t,628500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2007,2007,ha,12800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2007,2007,kg/ha,50078.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2007,2007,t,641000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2008,2008,ha,12500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2008,2008,kg/ha,50192.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2008,2008,t,627400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2009,2009,ha,12400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2009,2009,kg/ha,50016.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2009,2009,t,620200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2010,2010,ha,12100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2010,2010,kg/ha,48578.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2010,2010,t,587800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2011,2011,ha,11700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2011,2011,kg/ha,49965.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2011,2011,t,584600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2012,2012,ha,11600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2012,2012,kg/ha,50569.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2012,2012,t,586600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2013,2013,ha,11400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2013,2013,kg/ha,50386.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2013,2013,t,574400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2014,2014,ha,11100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2014,2014,kg/ha,49441.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2014,2014,t,548800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2015,2015,ha,11000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2015,2015,kg/ha,49990.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2015,2015,t,549900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2016,2016,ha,10900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2016,2016,kg/ha,50486.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2016,2016,t,550300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2017,2017,ha,10800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2017,2017,kg/ha,51805.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2017,2017,t,559500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2018,2018,ha,10600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2018,2018,kg/ha,51886.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2018,2018,t,550000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2019,2019,ha,10300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2019,2019,kg/ha,53213.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2019,2019,t,548100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2020,2020,ha,10100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2020,2020,kg/ha,53386.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2020,2020,t,539200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2021,2021,ha,9940.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2021,2021,kg/ha,55462.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2021,2021,t,551300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2022,2022,ha,9770.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2022,2022,kg/ha,56151.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2022,2022,t,548600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01232,Cucumbers and gherkins,2023,2023,ha,9668.0,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01232,Cucumbers and gherkins,2023,2023,kg/ha,55318.0,E,Estimated value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01232,Cucumbers and gherkins,2023,2023,t,534802.71,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2000,2000,ha,4660.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2000,2000,kg/ha,16201.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2000,2000,t,75500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2001,2001,ha,4560.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2001,2001,kg/ha,16513.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2001,2001,t,75300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,2002,ha,4490.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,2002,kg/ha,16213.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,2002,t,72800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2003,2003,ha,4380.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2003,2003,kg/ha,13744.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2003,2003,t,60200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2004,2004,ha,4210.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2004,2004,kg/ha,14418.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2004,2004,t,60700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2005,2005,ha,4170.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2005,2005,kg/ha,15395.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2005,2005,t,64200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,2006,ha,4130.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,2006,kg/ha,14140.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,2006,t,58400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,2007,ha,4060.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,2007,kg/ha,14335.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,2007,t,58200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,2008,ha,4010.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,2008,kg/ha,15785.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,2008,t,63300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,2009,ha,3970.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,2009,kg/ha,15667.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,2009,t,62200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,2010,ha,4010.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,2010,kg/ha,15062.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,2010,t,60400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2011,2011,ha,4020.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2011,2011,kg/ha,14527.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2011,2011,t,58400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2012,2012,ha,4000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2012,2012,kg/ha,15625.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2012,2012,t,62500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2013,2013,ha,3960.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2013,2013,kg/ha,16035.4,A,Official figure,No additional notes
